Source,Target,Type,Id,Label,Weight
53e99e0cb7602d97026d141c,53e9a291b7602d9702b98e06,Directed,61,,1
53e99e0cb7602d97026d141c,53e9a914b7602d9703264507,Directed,62,,1
53e99e0cb7602d97026d141c,53e9b0abb7602d9703b15648,Directed,63,,1
53e99e0cb7602d97026d141c,53e9b46fb7602d9703f6fef4,Directed,64,,1
53e99e0cb7602d97026d141c,53e9b48fb7602d9703f998f7,Directed,65,,1
53e99e0cb7602d97026d141c,53e9bbd4b7602d9704824081,Directed,66,,1
53e99e0cb7602d97026d141c,555045fe45ce0a409eb5b1a4,Directed,67,,1
53e9aeddb7602d9703909e1e,53e9a0dfb7602d97029cb6bd,Directed,171,,1
53e9aeddb7602d9703909e1e,53e999ffb7602d970224ae63,Directed,172,,1
53e9aeddb7602d9703909e1e,53e99d51b7602d970260a0a5,Directed,173,,1
53e9aeddb7602d9703909e1e,53e99faeb7602d9702883d10,Directed,174,,1
53e9aeddb7602d9703909e1e,53e9a689b7602d9702fb94a9,Directed,177,,1
53e9aeddb7602d9703909e1e,53e9ad26b7602d9703709615,Directed,179,,1
53e9aeddb7602d9703909e1e,53e9adc2b7602d97037c5e8b,Directed,180,,1
53e9aeddb7602d9703909e1e,53e9b9adb7602d97045a374f,Directed,182,,1
53e9978ab7602d9701f4bc9f,558ab22be4b0b32fcb38520b,Directed,622,,1
53e9978ab7602d9701f4bc9f,53e9a3d4b7602d9702ce9554,Directed,624,,1
53e9978ab7602d9701f4bc9f,53e9a447b7602d9702d64e52,Directed,625,,1
53e9978ab7602d9701f4bc9f,53e9abfdb7602d97035bb8b4,Directed,626,,1
53e9978ab7602d9701f4bc9f,53e9abfeb7602d97035bd3a8,Directed,627,,1
53e9978ab7602d9701f4bc9f,5c7a6b0f4895d9cbc6e049ab,Directed,628,,1
53e99792b7602d9701f5444c,53e9979eb7602d9701f6acf0,Directed,717,,1
53e99792b7602d9701f5444c,53e9a9f0b7602d970335a2fc,Directed,719,,1
53e9979eb7602d9701f6b978,53e9a855b7602d970319d425,Directed,827,,1
53e9979eb7602d9701f6c8e2,53e9b740b7602d97042d5ba6,Directed,839,,1
53e9979eb7602d9701f6c8e2,5736968d6e3b12023e5978ba,Directed,840,,1
53e9979eb7602d9701f6c8e2,5736968d6e3b12023e597937,Directed,841,,1
53e997a6b7602d9701f7a7b7,53e9a88db7602d97031dd713,Directed,1021,,1
53e997aeb7602d9701f8aea1,557f246ef6678c77ea228569,Directed,1210,,1
53e997aeb7602d9701f8aea1,53e99b16b7602d97023ab3ca,Directed,1215,,1
53e997aeb7602d9701f8aea1,53e9a91ab7602d970326c5f7,Directed,1222,,1
53e997aeb7602d9701f8aea1,53e9b495b7602d9703f9a995,Directed,1225,,1
53e997b2b7602d9701f91d6e,53e9b6dcb7602d970426e812,Directed,1252,,1
53e997b2b7602d9701f91d6e,53e99924b7602d97021603b4,Directed,1254,,1
53e997b2b7602d9701f91d6e,53e99d8fb7602d970264e14e,Directed,1256,,1
53e997b2b7602d9701f91d6e,53e9a07ab7602d970296460c,Directed,1257,,1
53e997b9b7602d9701f9d51b,53e997b9b7602d9701f9d51b,Directed,1394,,1
53e997b9b7602d9701f9de95,53e99a8cb7602d9702303970,Directed,1418,,1
53e997b9b7602d9701f9de95,53e9b1c2b7602d9703c50d8a,Directed,1433,,1
53e997b9b7602d9701f9ea68,557de105f6678c77ea21e36f,Directed,1445,,1
53e997b9b7602d9701f9ea68,53e99aa5b7602d970231b53d,Directed,1450,,1
53e997b9b7602d9701f9ea68,53e9bb1cb7602d97047546c3,Directed,1453,,1
53e997b9b7602d9701f9f171,53e9a2a4b7602d9702ba94d6,Directed,1541,,1
53e997bab7602d9701fa4498,53e99a98b7602d970230e038,Directed,1602,,1
53e997bab7602d9701fa4127,53e9a216b7602d9702b17593,Directed,1611,,1
53e997bab7602d9701fa4127,53e9a36db7602d9702c76027,Directed,1612,,1
53e997bdb7602d9701fabac9,53e9b9adb7602d97045a374f,Directed,1708,,1
53e997c2b7602d9701fb00d8,53e99f4fb7602d970281f083,Directed,1779,,1
53e997c2b7602d9701fb00d8,53e9adc7b7602d97037ceed2,Directed,1780,,1
53e997c2b7602d9701fb00d8,53e997f4b7602d9701ff717b,Directed,1785,,1
53e997c2b7602d9701fb00d8,53e99845b7602d9702073a7e,Directed,1787,,1
53e997c2b7602d9701fb00d8,53e9a6cab7602d9702ffe1c4,Directed,1797,,1
53e997c2b7602d9701fb00d8,53e9aa50b7602d97033c10d6,Directed,1801,,1
53e997c2b7602d9701fb00d8,53e9ab07b7602d970348acea,Directed,1803,,1
53e997c2b7602d9701fb00d8,53e9ad26b7602d970370830a,Directed,1806,,1
53e997c2b7602d9701fb00d8,53e9af67b7602d97039a6e37,Directed,1810,,1
53e997c2b7602d9701fb00d8,557cec91f667eeed56194d60,Directed,1821,,1
53e997c2b7602d9701fb00d8,558abdcde4b037c08758e174,Directed,1824,,1
53e997c2b7602d9701fb2187,558c4ce0e4b00c3c48e17bff,Directed,1829,,1
53e997c2b7602d9701fb2187,53e99a68b7602d97022d82e4,Directed,1833,,1
53e997c2b7602d9701fb2187,53e99ae1b7602d97023643f8,Directed,1834,,1
53e997c2b7602d9701fb2187,53e99dccb7602d970268ec1c,Directed,1835,,1
53e997c2b7602d9701fb2187,53e99f0ab7602d97027d4fa3,Directed,1837,,1
53e997c2b7602d9701fb2187,53e99fbcb7602d9702897916,Directed,1838,,1
53e997c2b7602d9701fb2187,53e9a02db7602d9702912af1,Directed,1839,,1
53e997c2b7602d9701fb2187,53e9a4a3b7602d9702dc69ac,Directed,1842,,1
53e997c2b7602d9701fb2187,53e9a699b7602d9702fcdbb7,Directed,1845,,1
53e997c2b7602d9701fb2187,53e9ad3bb7602d970371febd,Directed,1849,,1
53e997c2b7602d9701fb2187,53e9ae17b7602d9703829290,Directed,1852,,1
53e997c6b7602d9701fb3643,53e99f0ab7602d97027d7005,Directed,1872,,1
53e997c6b7602d9701fb3643,53e9a855b7602d970319d425,Directed,1873,,1
53e997c6b7602d9701fb4b30,53e9a216b7602d9702b17593,Directed,1881,,1
53e997c6b7602d9701fb697c,53e9a660b7602d9702f92612,Directed,1939,,1
53e997c6b7602d9701fb697c,53e9ad0bb7602d97036ec1f8,Directed,1941,,1
53e997c6b7602d9701fb697c,53e9b873b7602d9704443526,Directed,1942,,1
53e997c6b7602d9701fb697c,557f1687f6678c77ea227ef4,Directed,1943,,1
