Source,Target,Type,Id,Label,Weight
53e9a957b7602d97032abcca,53e9a957b7602d97032abcca,Directed,347865,,1
5c8f605d4895d9cbc6434160,573695776e3b12023e49a17e,Directed,964658,,1
5c8f605d4895d9cbc6434160,5843770dac44360f1082c0a9,Directed,964662,,1
5c8f605d4895d9cbc6434160,599c7871601a182cd25c7cb9,Directed,964665,,1
5c8f605d4895d9cbc6434160,59ae3be32bbe271c4c71af60,Directed,964666,,1
56aea2200cf2a8c8f714a749,56d906dadabfae2eeefbd00f,Directed,967023,,1
56aea2200cf2a8c8f714a749,56d906dadabfae2eeefbd164,Directed,967024,,1
56d81358dabfae2eee60fc3a,55465e5e0cf2939c2feeacbd,Directed,967430,,1
56d8157adabfae2eee6ea84e,53e9a957b7602d97032abcca,Directed,968182,,1
56d81583dabfae2eee6ee968,56d92639dabfae2eeebc9216,Directed,968274,,1
56d83c2edabfae2eee662e9d,5736961b6e3b12023e52c853,Directed,974287,,1
56d84a76dabfae2eeed154f3,573696566e3b12023e5632e2,Directed,976690,,1
56d8e000dabfae2eee0bf86d,5736955b6e3b12023e483ae3,Directed,997358,,1
56d8e000dabfae2eee0bf86d,57a4e93aac44365e35c9d5c1,Directed,997360,,1
56d8e6d3dabfae2eee369c60,56d8e6d3dabfae2eee36a011,Directed,999164,,1
56d8e6d4dabfae2eee36a2a9,56d8e6d3dabfae2eee36a011,Directed,999361,,1
56d8fbcfdabfae2eeeb7d853,56d81e18dabfae2eeea85680,Directed,1003472,,1
56d8fc47dabfae2eeebaac96,56d8e5dadabfae2eee30a675,Directed,1003625,,1
56d90692dabfae2eeefa1ce9,56d8e000dabfae2eee0bf86d,Directed,1005311,,1
56d90692dabfae2eeefa1ce9,56d90e38dabfae2eee2ac2c4,Directed,1005312,,1
56d90692dabfae2eeefa1ce9,5736955b6e3b12023e483ae3,Directed,1005315,,1
56d906dadabfae2eeefbd164,56d906dadabfae2eeefbd00f,Directed,1005813,,1
56d906dadabfae2eeefbd164,56d91f9edabfae2eee95ac55,Directed,1005816,,1
56d906dadabfae2eeefbd26c,56adc7540cf2a8c8f7112792,Directed,1006230,,1
56d90e38dabfae2eee2ac2c4,5736955b6e3b12023e483ae3,Directed,1008223,,1
56d90e37dabfae2eee2abe5f,55465d5f0cf2939c2fee6c64,Directed,1008237,,1
56d90e37dabfae2eee2abf7a,56d9033ddabfae2eeee57ce3,Directed,1008280,,1
56d90ff4dabfae2eee352b18,56d906dadabfae2eeefbd161,Directed,1009089,,1
56d91601dabfae2eee59c355,56d91601dabfae2eee59c355,Directed,1010161,,1
56d92638dabfae2eeebc8e4f,5b660522ab2dfb45920a376a,Directed,1015880,,1
5736954c6e3b12023e47873f,573695656e3b12023e48ae6d,Directed,1017519,,1
5736954c6e3b12023e478ded,58437707ac44360f1082b301,Directed,1018466,,1
573695546e3b12023e47e97b,573695b56e3b12023e4d2a12,Directed,1020572,,1
573695736e3b12023e496bc5,573698096e3b12023e6e1896,Directed,1023716,,1
573695736e3b12023e496bc5,5736980b6e3b12023e6e2b46,Directed,1023717,,1
573695766e3b12023e499e44,573695766e3b12023e499a93,Directed,1025216,,1
573695766e3b12023e499e44,58437735ac44360f10832499,Directed,1025219,,1
5736957b6e3b12023e49d51a,56d91f9edabfae2eee95ac55,Directed,1029970,,1
5736957b6e3b12023e49d51a,5c7950324895d9cbc6397b8b,Directed,1029972,,1
5736957b6e3b12023e49de38,56d90f32dabfae2eee306c4f,Directed,1030196,,1
573695846e3b12023e4a569b,573695846e3b12023e4a5606,Directed,1030773,,1
573695846e3b12023e4a569b,56d90bcbdabfae2eee1bbc10,Directed,1030805,,1
573695846e3b12023e4a569b,573695846e3b12023e4a5660,Directed,1030806,,1
573695846e3b12023e4a569b,573695846e3b12023e4a55a9,Directed,1030807,,1
