Source,Target,Type,Id,Label,Weight
53e9a5e2b7602d9702f0f666,53e9b9eeb7602d97045ec4cc,Directed,88,,1
53e9aafab7602d970347d65e,53e9a931b7602d9703285fba,Directed,118,,1
53e9aafab7602d970347d65e,53e9aae6b7602d9703468195,Directed,119,,1
53e9aafab7602d970347d65e,53e9bc36b7602d97048a90f3,Directed,125,,1
53e9acc4b7602d97036a56c6,5736968d6e3b12023e5978a9,Directed,136,,1
53e9978db7602d9701f5187b,53e9b4bfb7602d9703fd9b5b,Directed,686,,1
53e997b2b7602d9701f93aec,53e99f6ab7602d9702840fdb,Directed,1271,,1
53e997b2b7602d9701f93aec,53e9a1c9b7602d9702ac5068,Directed,1272,,1
53e997b5b7602d9701f9614f,53e9afd3b7602d9703a254f0,Directed,1307,,1
53e997b5b7602d9701f9c5cc,53e99ccab7602d9702580554,Directed,1326,,1
53e997b5b7602d9701f9c5cc,53e9a6dfb7602d970301609f,Directed,1338,,1
53e997b5b7602d9701f9c5cc,53e9ac8eb7602d970366412a,Directed,1345,,1
53e997b5b7602d9701f9c5cc,53e9ae0bb7602d97038180aa,Directed,1348,,1
53e997b5b7602d9701f9c5cc,53e9bbadb7602d97047fabf8,Directed,1360,,1
53e997bdb7602d9701fa83c6,53e999bbb7602d9702202f0c,Directed,1693,,1
53e997bdb7602d9701fa83c6,53e99e45b7602d970270bc08,Directed,1695,,1
53e997bdb7602d9701fa83c6,53e9a7c8b7602d9703102fc8,Directed,1699,,1
53e997bdb7602d9701fa83c6,53e9b10fb7602d9703b8f32f,Directed,1700,,1
53e997bdb7602d9701fa83c6,53e9b55db7602d9704097999,Directed,1701,,1
53e997bdb7602d9701fa83c6,53e9b9b9b7602d97045aaf38,Directed,1702,,1
53e997bdb7602d9701fa83c6,53e9bdeeb7602d9704a9e9ec,Directed,1704,,1
53e997c6b7602d9701fb385e,53e9ba23b7602d970462c994,Directed,1868,,1
53e997ccb7602d9701fbed1f,53e9ae1cb7602d970382e6a0,Directed,2064,,1
53e997ccb7602d9701fbed1f,53e9b12ab7602d9703bad740,Directed,2068,,1
53e997ccb7602d9701fbed1f,53e9b355b7602d9703e3197c,Directed,2073,,1
53e997ccb7602d9701fbed1f,53e9b53cb7602d97040735e7,Directed,2074,,1
53e997e3b7602d9701fd8273,558aab22e4b0b32fcb382905,Directed,2531,,1
53e997e3b7602d9701fd8273,53e9bbf0b7602d970484852e,Directed,2542,,1
53e997e8b7602d9701fe12b4,53e9a55cb7602d9702e84693,Directed,2823,,1
53e997e9b7602d9701fe37fa,53e99edfb7602d97027a8c7b,Directed,2879,,1
53e997f1b7602d9701ff3a2a,53e9b564b7602d970409b807,Directed,3577,,1
53e997f1b7602d9701ff3a2a,53e9a455b7602d9702d72aec,Directed,3578,,1
53e997f8b7602d9701fff424,53e9a9d8b7602d9703338ac7,Directed,4011,,1
53e997f8b7602d9701fff424,53e9af53b7602d9703991242,Directed,4015,,1
53e997f8b7602d9701fff424,53e9bc21b7602d970488c214,Directed,4022,,1
53e997f8b7602d9701fff424,53e99f7fb7602d9702855828,Directed,4025,,1
53e997f9b7602d970200225d,5550410b45ce0a409eb382e0,Directed,4052,,1
53e997f9b7602d9702003141,53e99abdb7602d9702339b9a,Directed,4073,,1
53e997f9b7602d9702003141,53e9a7c8b7602d9703107287,Directed,4076,,1
53e997f9b7602d9702003141,53e9aaecb7602d970346b4ca,Directed,4078,,1
53e99800b7602d970200b8fd,53e99acab7602d970234c8dc,Directed,4313,,1
53e99804b7602d970201931f,53e99804b7602d970201931f,Directed,4709,,1
53e99808b7602d970201a2f9,53e9ac82b7602d9703654eff,Directed,4744,,1
53e9980eb7602d97020227f1,53e9b60db7602d9704164828,Directed,5225,,1
53e99813b7602d970202b484,53e9b10fb7602d9703b8f32f,Directed,5486,,1
53e99818b7602d970203313e,53e99ae7b7602d970236fa1b,Directed,5600,,1
53e99818b7602d970203313e,53e99ef4b7602d97027c06aa,Directed,5601,,1
53e99818b7602d970203313e,53e9a593b7602d9702ebb9be,Directed,5604,,1
53e99818b7602d970203313e,53e9a981b7602d97032da569,Directed,5606,,1
53e99818b7602d970203313e,53e9ae29b7602d970383c0fc,Directed,5608,,1
53e99818b7602d9702034de9,53e99fa9b7602d97028823c1,Directed,5896,,1
53e99818b7602d9702034de9,53e9a0adb7602d9702992afa,Directed,5897,,1
53e99818b7602d9702034de9,53e9af46b7602d97039827ec,Directed,5899,,1
53e99818b7602d9702034de9,53e9b891b7602d9704464ac3,Directed,5900,,1
53e99818b7602d9702035d42,53e999ffb7602d970224ca50,Directed,6133,,1
53e99818b7602d9702035d42,53e99a14b7602d9702265d61,Directed,6134,,1
53e99818b7602d9702035d42,53e99eaeb7602d97027792e9,Directed,6138,,1
53e99818b7602d9702035d42,53e9b9d3b7602d97045c8767,Directed,6153,,1
53e99818b7602d9702035d42,53e9bc00b7602d970485db3c,Directed,6156,,1
53e99818b7602d9702035d42,53e9abf1b7602d97035ae06a,Directed,6159,,1
53e99818b7602d9702037037,53e9a4aab7602d9702dc9e75,Directed,6186,,1
53e99818b7602d9702037037,5c77ec3b4895d9cbc665a46e,Directed,6187,,1
53e99818b7602d9702037037,53e9a2e4b7602d9702bebcda,Directed,6197,,1
53e99821b7602d970204072c,53e9aecbb7602d97038f50e4,Directed,6497,,1
53e99822b7602d9702042a87,53e9ab25b7602d97034b119d,Directed,6837,,1
53e99822b7602d97020455bb,53e99822b7602d97020455bb,Directed,7032,,1
53e99827b7602d970204717d,53e9a439b7602d9702d54260,Directed,7048,,1
53e99827b7602d970204717d,53e9a593b7602d9702ebb9be,Directed,7050,,1
53e99827b7602d970204717d,53e9ac8ab7602d9703663482,Directed,7053,,1
53e99827b7602d970204717d,53e9b10fb7602d9703b8f32f,Directed,7055,,1
53e99827b7602d970204717d,53e9b30ab7602d9703dd15a6,Directed,7056,,1
53e99827b7602d970204aef3,53e9b48fb7602d9703f9693f,Directed,7154,,1
53e9982cb7602d9702050a2b,53e99d58b7602d9702613cc9,Directed,7186,,1
53e9982cb7602d9702050a2b,53e9a051b7602d9702933d06,Directed,7187,,1
53e9982cb7602d9702050a2b,53e9afdbb7602d9703a317ae,Directed,7199,,1
53e9982cb7602d9702050a2b,53e9bd81b7602d9704a23f59,Directed,7210,,1
53e9982cb7602d9702054415,53e9982cb7602d9702054415,Directed,7370,,1
53e99832b7602d9702057893,53e99832b7602d9702057893,Directed,7529,,1
53e99832b7602d9702057893,53e99abdb7602d9702339be4,Directed,7532,,1
53e99832b7602d9702057893,53e9abebb7602d97035a8926,Directed,7539,,1
53e99832b7602d9702057893,53e9baa0b7602d97046ce01c,Directed,7544,,1
53e99832b7602d9702057893,53e9bc21b7602d970488c214,Directed,7545,,1
53e99832b7602d97020580c8,53e9bb3db7602d9704779b01,Directed,7575,,1
53e99833b7602d9702058b6d,53e99d80b7602d970263d2d3,Directed,7577,,1
53e99833b7602d9702058b6d,53e99d88b7602d9702645f22,Directed,7578,,1
53e99833b7602d9702058b6d,53e9b03db7602d9703a9c458,Directed,7584,,1
53e99833b7602d9702058b6d,53e9b0f4b7602d9703b710b4,Directed,7585,,1
53e99833b7602d9702058b6d,53e9b180b7602d9703c07e07,Directed,7586,,1
53e99833b7602d9702058b6d,53e9aa02b7602d970336a9b7,Directed,7595,,1
53e99837b7602d970205bc4a,53e99b50b7602d97023f4085,Directed,7654,,1
53e99837b7602d970205bc4a,55503fc945ce0a409eb30370,Directed,7657,,1
53e9983db7602d97020646f0,53e9996eb7602d97021af5ee,Directed,7906,,1
53e9983db7602d9702066bb2,53e997f5b7602d9701ffa3a3,Directed,7944,,1
53e9983db7602d9702066bb2,53e9a660b7602d9702f91222,Directed,7949,,1
53e9983db7602d9702066bb2,53e9bd0bb7602d9704993a97,Directed,7954,,1
53e9983db7602d9702068bfd,53e9ad56b7602d9703739481,Directed,7986,,1
53e9983db7602d9702068bfd,53e9b326b7602d9703df7aea,Directed,7992,,1
53e9983db7602d9702068bfd,53e9ba39b7602d970464842f,Directed,7998,,1
53e99842b7602d970206b877,53e9abf1b7602d97035ae06a,Directed,8078,,1
53e99846b7602d9702075112,53e9ad42b7602d9703727dd0,Directed,8358,,1
53e99846b7602d9702075112,53e99ddab7602d9702698c1e,Directed,8362,,1
53e9984bb7602d9702079157,53e9ae42b7602d970385a426,Directed,8413,,1
53e9984bb7602d9702079b4a,53e9a554b7602d9702e7a75f,Directed,8421,,1
53e9984bb7602d970207a517,53e9a958b7602d97032b19b7,Directed,8454,,1
53e9984bb7602d970207a517,53e9af6eb7602d97039b468e,Directed,8458,,1
53e9984bb7602d970207a517,53e9b18fb7602d9703c1c0a3,Directed,8459,,1
53e9984bb7602d970207a517,53e9b48fb7602d9703f9693f,Directed,8461,,1
53e9984bb7602d970207fbed,53e99d2fb7602d97025e5a97,Directed,8765,,1
53e9984bb7602d970207fbed,53e9a594b7602d9702ebec08,Directed,8767,,1
53e9984bb7602d970207fbed,53e9b802b7602d97043b3e9e,Directed,8775,,1
53e9984fb7602d970208738b,53e99953b7602d97021918e7,Directed,8977,,1
53e9984fb7602d970208738b,53e9a562b7602d9702e865c2,Directed,8987,,1
53e9984fb7602d970208738b,53e9ade2b7602d97037e9792,Directed,8993,,1
53e9984fb7602d970208738b,53e9af8db7602d97039d627a,Directed,8995,,1
53e9984fb7602d970208738b,53e9b9cdb7602d97045c1384,Directed,9001,,1
53e9984fb7602d970208738b,53e9ba22b7602d970462b041,Directed,9002,,1
53e9984fb7602d970208738b,53e9bd82b7602d9704a267b5,Directed,9005,,1
53e9984fb7602d970208738b,5c7853e14895d9cbc691be3a,Directed,9009,,1
53e99858b7602d970209194d,53e9b4eeb7602d9704017fa8,Directed,9256,,1
53e99858b7602d9702092c1b,53e9b808b7602d97043b9abf,Directed,9459,,1
